branch	branch_descendants	Turdus_merula	Cataponera_turdoides	Turdus_niveiceps_NRM569330	Tp_mindorensis_AMNH575605	Turdus_pallidus_UWBM75229	Turdus_celaenops_NRM90188019	Turdus_chrysolaus_orii_UWBM83174	Turdus_feae_BMNH1905910913	Turdus_obscurus_UWBM78352	Tp_sspunknown_FMNH358378	Tp_thomassoni_AMNH416872	Tp_mayonensis_ZMUC02632	Tp_nigrorum_ZMUC138023	Tp_sspunknown_CMCB36870	Tp_malindangensis_ZMUC141794	Tp_deningeri_ZMUC148358	Tp_katanglad_ZMUC138022	Tp_seebohmi_AMNH575639	Tp_kelleri_ZMUC141795	Tp_sspunknown_CMCB37307	Tp_stresemanni_RMNH81993	Tp_erythropleurus_AMNH768697	Tp_erythropleurus_AMNH338105	Tp_versteegi_AMNH340312	Tp_whiteheadi_AMNH575625	Tp_sterlingi_AMNH345801	Tp_schlegelii_AMNH345779	Tp_celebensis_AMNH299444	Tp_hygroscopus_AMNH12571	Tp_papuensis_ZMUC150143	Tp_beehleri_USNM584915	Tp_bougainvillei_AMNH226224	Tp_papuensis_ZMUC192303	Tp_papuensis_AMNH19847	Tp_tolokiwae_AMNH836154	Tp_heinrothi_AMNH575398	Tp_javanicus_AMNH575611	Tp_fumidus_NRM569331	Tp_indrapurae_AMNH575637	Tp_loeseri_YPM41020	Tp_kulambangrae_AMNH215	Tp_sladeni_AMNH22868	Tp_rennellianus_AMNH6594	Tp_whitneyi_AMNH21512	Tp_placens_AMNH21538	Tp_xanthopus_AMNH575554	Tp_albifrons_AMNH336537	Tp_efatensis_AMNH21349	Tp_efatensis_AMNH213129	Tp_pritzbueri_RMNH146375	Tp_mareensis_AMNH575490	Tp_becki_AMNH213163	Tp_vinitinctus_AMNH575436	Tp_poliocephalus_AMNH454235	Tp_pritzbueri_AMNH336817	Tp_sspunknown_AMNH336962	Tp_malekulae_AMNH216313	Tp_hades_AMNH223922	Tp_samoensis_AMNH206154	Tp_samoensis_AMNH206897	Tp_malekulae_AMNH21367	Tp_malekulae_AMNH214424	Tp_becki_AMNH213123	Tp_becki_AMNH213130	Tp_becki_AMNH213136	Tp_ruficeps_AMNH252598	Tp_placens_AMNH216295	Tp_tempesti_AMNH252562	Tp_vanikorensis_AMNH214400	Tp_vitiensis_AMNH223923	Tp_vanikorensis_AMNH214440	Tp_vanikorensis_AMNH214427	Tp_layardi_AMNH252626	Tp_layardi_AMNH252636	Tp_layardi_AMNH252627	Tp_layardi_AMNH252655
b104	Tp_samoensis_AMNH206154,Tp_samoensis_AMNH206897,Tp_hades_AMNH223922,Tp_ruficeps_AMNH252598,Tp_tempesti_AMNH252562,Tp_vitiensis_AMNH223923,Tp_layardi_AMNH252626,Tp_layardi_AMNH252636,Tp_layardi_AMNH252627,Tp_layardi_AMNH252655	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0723875	0.0617171	0	0.0840636	0.0229765	0.0485047	0.0896371	0	0	nan	nan	0.0832011	0.0814507	0.0235723	nan	nan	nan	0	0.024511	0.0531503	0.0249175	0.0252389	nan	0	nan	0	nan	0	0	nan	nan	nan	nan
b105	Tp_vinitinctus_AMNH575436,Tp_poliocephalus_AMNH454235	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	0	0	0	nan	nan	nan	0	0	0	0	0	nan	0	nan	0	nan	0	0	nan	nan	nan	nan
b106	Tp_pritzbueri_RMNH146375	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	nan	nan	0	0	0	0	0.0486076	0	0	0	0	0	0.0220283	0	0.0196401	0	0.0428346	0.0551131	0	0	0	0
b107	Tp_pritzbueri_AMNH336817,Tp_sspunknown_AMNH336962	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b108	Tp_malekulae_AMNH216313,Tp_malekulae_AMNH21367,Tp_placens_AMNH216295,Tp_vanikorensis_AMNH214400,Tp_vanikorensis_AMNH214440,Tp_vanikorensis_AMNH214427	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	nan	0	0	0	nan	0	0	0	0	0	nan	0	nan	0	nan	nan	0	0	0	0
b109	Tp_mareensis_AMNH575490	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170774	0.0245058	0	0.0241412	0.0615023	0.0627041	0.0622796	0.0447756	nan	0.111478	0.055527	0.0560868	0.068376	0.0538947	nan	0.0507633	0.0528693	0.0554345	nan	0.143588	0.13017	0.094359	0.0667323	0.0461988	nan	0.0513946	nan	0.0530339	nan	nan	0.0494755	0.0530517	0.0527566	0.053217
b110	Tp_becki_AMNH213163	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306544	nan	0	0	0	0	0	0	0	0	0.0209291	nan	nan	nan	nan	0	0.0177552	0	0	0	0.0163949	0.0381877	0	0	0	0
b111	Tp_malekulae_AMNH214424,Tp_becki_AMNH213123,Tp_becki_AMNH213130,Tp_becki_AMNH213136	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
b112	Tp_hades_AMNH223922,Tp_ruficeps_AMNH252598,Tp_tempesti_AMNH252562,Tp_vitiensis_AMNH223923,Tp_layardi_AMNH252626,Tp_layardi_AMNH252636,Tp_layardi_AMNH252627,Tp_layardi_AMNH252655	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	0	0	0	0	0	nan	0	nan	0	nan	0	0	nan	nan	nan	nan
b113	Tp_samoensis_AMNH206154,Tp_samoensis_AMNH206897	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	0	0	0	0	0	nan	0	nan	0	nan	0	0	nan	nan	nan	nan
b114	Tp_vinitinctus_AMNH575436	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16137	0	0	0	0	0	0	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b115	Tp_poliocephalus_AMNH454235	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	0.0875587	0.092263	0	0	0	0	0	0.114627	0	0.086089	0	0	0	0	0.0894161	0	0.0856274	0.0898168
b116	Tp_pritzbueri_AMNH336817	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0410027	0.0576859	0	0	0.0668698	0	0	0	0	nan	nan	0	0.0530042	0.0464943	0.0453229	0	0	0	0	0	0.0554923	0	0.0582592	0	0.0592704	0	0	0.0556675	0.0558792	0.0579067	0.0546528
b117	Tp_sspunknown_AMNH336962	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b118	Tp_malekulae_AMNH21367,Tp_placens_AMNH216295,Tp_vanikorensis_AMNH214400,Tp_vanikorensis_AMNH214440,Tp_vanikorensis_AMNH214427	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	nan	0	0	0	0	0	nan	0	nan	0	nan	nan	0	0	0	0
b119	Tp_malekulae_AMNH216313	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0744956	0.0665271	0.0321994	0.0504843	0.0777152	0.090001	0.0914104	0.0546988	0.0388595	0.123273	0.0547832	0.0584598	0.080398	0.0639342	nan	0.0556885	0.0595694	0.0584756	nan	0.141303	0.129984	0.14174	0.093851	0.0561101	nan	0.0570879	nan	0.0596038	nan	nan	0.0579452	0.0575405	0.0583457	0.0590672
b120	Tp_malekulae_AMNH214424,Tp_becki_AMNH213123	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535386	0.0803381	0	0	0	0	0.0181027	0	0	0	0	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
b121	Tp_becki_AMNH213130,Tp_becki_AMNH213136	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0395557	0.0427764	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0
b122	Tp_ruficeps_AMNH252598,Tp_tempesti_AMNH252562,Tp_vitiensis_AMNH223923,Tp_layardi_AMNH252626,Tp_layardi_AMNH252636,Tp_layardi_AMNH252627,Tp_layardi_AMNH252655	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	0	0	nan	0	nan	0	nan	0	0	nan	nan	nan	nan
b123	Tp_hades_AMNH223922	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	0	0	nan	0	nan	0	nan	0	0	nan	nan	nan	nan
b124	Tp_samoensis_AMNH206154	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b125	Tp_samoensis_AMNH206897	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b126	Tp_placens_AMNH216295,Tp_vanikorensis_AMNH214400,Tp_vanikorensis_AMNH214440,Tp_vanikorensis_AMNH214427	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	nan	0	nan	0	nan	nan	0	0	0	0
b127	Tp_malekulae_AMNH21367	nan	0	0	0	0.0146426	0	0	0	0.0299103	0	0	0	0	0	0	0	0	0	0	0.0147413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0620434	0.051874	0.0561579	0.0341301	0.04077	0.0790033	0.0651975	0.0245302	0.0647712	0.0853574	0	0	0.0390214	0.0201565	0.0728886	0.0181398	0	0	nan	0.086627	0.0786056	0.079472	0.0762898	0	nan	0	nan	0	nan	nan	0.0171885	0	0	0
b128	Tp_malekulae_AMNH214424	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0
b129	Tp_becki_AMNH213123	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0
b130	Tp_becki_AMNH213130	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0630567	0	0	0	0	0.0465945	0	0	0	0	0.0643966	0.0647446	nan	nan	0	0	0	0	0	0	0	0	0	0	0
b131	Tp_becki_AMNH213136	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0	0	0	0	0	0	0	0
b132	Tp_tempesti_AMNH252562,Tp_vitiensis_AMNH223923,Tp_layardi_AMNH252626,Tp_layardi_AMNH252636,Tp_layardi_AMNH252627,Tp_layardi_AMNH252655	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	nan	0	nan	0	0	nan	nan	nan	nan
b133	Tp_ruficeps_AMNH252598	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	nan	0	nan	0	0	nan	nan	nan	nan
b134	Tp_vanikorensis_AMNH214400,Tp_vanikorensis_AMNH214440,Tp_vanikorensis_AMNH214427	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	nan	0	nan	nan	0	0	0	0
b135	Tp_placens_AMNH216295	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341471	0	0	0	0	0.033492	0	0	0	0.0410122	0.0392617	0.0341184	0.0297736	0	0	nan	0	nan	0	nan	nan	0	0	0	0
b136	Tp_vitiensis_AMNH223923,Tp_layardi_AMNH252626,Tp_layardi_AMNH252636,Tp_layardi_AMNH252627,Tp_layardi_AMNH252655	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	nan	0	0	nan	nan	nan	nan
b137	Tp_tempesti_AMNH252562	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	nan	0	0	nan	nan	nan	nan
b138	Tp_vanikorensis_AMNH214440,Tp_vanikorensis_AMNH214427	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333426	0	0	0	0	0	0	0	nan	0	nan	nan	0	0	0	0
b139	Tp_vanikorensis_AMNH214400	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	nan	nan	0	0	0	0
b140	Tp_layardi_AMNH252626,Tp_layardi_AMNH252636,Tp_layardi_AMNH252627,Tp_layardi_AMNH252655	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	nan	nan	nan	nan
b141	Tp_vitiensis_AMNH223923	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	0	0	nan	nan	nan	nan
b142	Tp_vanikorensis_AMNH214440	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	0	0	0	0
b143	Tp_vanikorensis_AMNH214427	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0300338	0	0	0.0419763	0.04586	0	0	0	0	0.0501087	0	0	0	0.0891197	0.041085	0.0382015	0.0378702	0.0382381	0	0.0477068	0	0	0	nan	nan	0	0	0	0
b144	Tp_layardi_AMNH252636,Tp_layardi_AMNH252627,Tp_layardi_AMNH252655	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan
b145	Tp_layardi_AMNH252626	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan	nan
b146	Tp_layardi_AMNH252627,Tp_layardi_AMNH252655	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan
b147	Tp_layardi_AMNH252636	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan	nan
b148	Tp_layardi_AMNH252627	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan
b149	Tp_layardi_AMNH252655	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nan	nan
